Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_On_Board,Total_Fatal_Serious,Injury_Fraction,Destroyed,make_model
20001214X41959,Accident,CHI83LA085,1983-01-17,"CINCINNATI, OH",United States,,,,,Non-Fatal,Substantial,N59426,Bell,206B,No,1,Turbo Shaft,Unknown,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,,3.0,0.0,0.0,False,Bell 206B
20001214X41917,Accident,ANC83LA046,1983-01-17,"NONDALTON, AK",United States,,,5NN,NONDALTON,Non-Fatal,Substantial,N8429N,Piper,PA-32-301,No,1,Piston,Unknown,0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,,6.0,0.0,0.0,False,Piper PA-32-301
20001214X42019,Accident,LAX83FUG13,1983-01-18,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Fatal(3),Destroyed,N5208S,Piper,PA-32-300,No,1,Piston,Personal,3.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,,4.0,4.0,1.0,True,Piper PA-32-300
20001214X42032,Accident,LAX83LA075,1983-01-18,"FIVE POINTS, CA",United States,,,,THREE ROCKS,Non-Fatal,Substantial,N5636J,Cessna,188,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 188
20001214X41978,Accident,DEN83LA050,1983-01-18,"BILLINGS, MT",United States,,,BIL,BILLINGS,Non-Fatal,Substantial,N64000,Cessna,180K,No,1,Piston,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 180K
20001214X41931,Accident,ATL83LA089,1983-01-18,"COLUMBIA, SC",United States,,,CUB,OWENS,Non-Fatal,Substantial,N70872,Cessna,182M,No,1,Piston,Business,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,,1.0,0.0,0.0,False,Cessna 182M
20001214X42013,Accident,LAX83FA076,1983-01-19,"SAN FRANCISCO, CA",United States,,,,,Fatal(1),Minor,N64002,Beech,C-99,No,2,Turboprop,Unknown,1.0,0.0,0.0,10.0,VMC,Standing,Probable Cause,,11.0,1.0,0.09090909090909091,False,Beech C-99
20001214X41941,Accident,CHI83FA086,1983-01-19,"MONROE, WI",United States,,,,,Non-Fatal,Destroyed,N5818F,Piper,PA-32-300,No,1,Piston,Unknown,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,True,Piper PA-32-300
20001214X42054,Accident,MIA83LA061,1983-01-19,"NEAR TELOGIA, FL",United States,,,,,Non-Fatal,Substantial,N8780X,Cessna,182D,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 182D
20001214X41980,Accident,DEN83LA052,1983-01-19,"MT.PLEASANT, UT",United States,,,43U,MT. PLEASANT,Non-Fatal,Substantial,N9672P,Piper,PA-18-150,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Piper PA-18-150
20001214X41979,Accident,DEN83LA051,1983-01-19,"HARMONY, WY",United States,,,,,Non-Fatal,Substantial,N736YA,Cessna,172XP,No,1,Piston,Business,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,,1.0,0.0,0.0,False,Cessna 172XP
20001214X41960,Accident,CHI83LA087,1983-01-19,"CAHOKIA, IL",United States,,,CPS,BI-STATE PARKS,Non-Fatal,Substantial,N704LQ,Cessna,150M,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,False,Cessna 150M
20001214X41914,Accident,ANC83LA035,1983-01-19,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,N2822B,Bell,47G-2,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Bell 47G-2
20001214X41926,Accident,ATL83FLJ01,1983-01-20,"ROBERSONVILLE, NC",United States,,,MCZ,MARTIN COUNTY,Fatal(3),Destroyed,N98302,Piper,PA-28-140,No,1,Piston,Business,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,,3.0,3.0,1.0,True,Piper PA-28-140
20001214X41909,Accident,ANC83FAG03,1983-01-20,"NYAC, AK",United States,,,NONE,NYAC,Fatal(3),Destroyed,N61764,Cessna,A185F,No,1,Piston,Business,3.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,,3.0,3.0,1.0,True,Cessna A185F
20001214X42006,Accident,FTW83LA096,1983-01-20,"LUBBOCK, TX",United States,,,LBB,LUBBOCK INT'L.,Non-Fatal,Substantial,N555CH,Mitsubishi,MU-2B-30,No,2,Turboprop,Business,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Mitsubishi MU-2B-30
20001214X41961,Accident,CHI83LA088,1983-01-20,"ST. JACOB, IL",United States,,,3K6,ST. JACOB,Non-Fatal,Substantial,N5712V,Beech,95-C55,No,2,Piston,Business,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Beech 95-C55
20001214X42091,Accident,SEA83FA044,1983-01-21,"BURNS, OR",United States,,,BNO,BURNS MUNICIPAL,Fatal(1),Destroyed,N5162W,Cessna,P210N,No,1,Piston,Unknown,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,,1.0,1.0,1.0,True,Cessna P210N
20001214X42034,Accident,LAX83LA078,1983-01-21,"YUCCA VALLEY, CA",United States,,,L22,YUCCA VALLEY,Non-Fatal,Destroyed,N9923K,Stinson,108-2,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,True,Stinson 108-2
20001214X41987,Accident,FTW83FA097,1983-01-21,"GOLIAD, TX",United States,,,,,Fatal(2),Destroyed,N3899U,Bell,206L-3,No,1,Turbo Shaft,Business,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,2.0,2.0,1.0,True,Bell 206L-3
20001214X42083,Accident,NYC83LA055,1983-01-21,"MERIDEN, CT",United States,,,MMK,MERIDEN/MARKHAM,Non-Fatal,Substantial,N67897,Cessna,152,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X42036,Accident,LAX83LA081,1983-01-22,"WATSONVILLE, CA",United States,,,WVI,WATSONVILLE,Non-Fatal,Substantial,N1887L,Beech,BE-60,No,2,Piston,Personal,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Beech BE-60
20001214X42020,Accident,LAX83FUG14,1983-01-22,"NORTH SHORE, CA",United States,,,,DESERT AIR SKY RANCH,Non-Fatal,Substantial,N65808,Schweizer,2-33A,No,1,Unknown,Instructional,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,,1.0,1.0,1.0,False,Schweizer 2-33A
20001214X42042,Accident,LAX83LUQ01,1983-01-23,"CASTAIC, CA",United States,,,BUR,BURBANK,Fatal(2),Destroyed,N25061,Cessna,152,No,1,Piston,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,,2.0,2.0,1.0,True,Cessna 152
20001214X41943,Accident,CHI83FA090,1983-01-23,"SIREN, WI",United States,,,Y52,BURNETT CO.,Fatal(2),Destroyed,N3925P,Piper,PA-22-20,No,1,Piston,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,2.0,2.0,1.0,True,Piper PA-22-20
20001214X41942,Accident,CHI83FA089,1983-01-23,"ROCKFORD, IL",United States,,,RFD,ROCKFORD,Non-Fatal,Destroyed,N61558,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,,1.0,0.0,0.0,True,Cessna 172
20001214X42068,Accident,MKC83LA057,1983-01-23,"ORD, NE",United States,,,0V4,EVELYN SHARP,Non-Fatal,Substantial,N4640B,Cessna,152,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X42035,Accident,LAX83LA079,1983-01-23,"MT. BALDY, CA",United States,,,,,Non-Fatal,Substantial,N2180N,Cessna,140,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,,1.0,0.0,0.0,False,Cessna 140
20001214X41907,Accident,ANC83FA037,1983-01-24,"KASILOF, AK",United States,,,,LAWLERS,Non-Fatal,Substantial,N4417X,Piper,PA-32-300,No,1,Piston,Personal,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,,3.0,0.0,0.0,False,Piper PA-32-300
20001214X42094,Accident,SEA83FYM04,1983-01-24,"DUFUR, OR",United States,,,DLS,THE DALLES,Non-Fatal,Substantial,N97429,Mooney,M20K,No,1,Piston,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,False,Mooney M20K
20001214X42069,Accident,MKC83LA058,1983-01-25,"CAPE GIRARDEAU, MO",United States,,,GCI,CAPE GIRARDEAU,Non-Fatal,Destroyed,N7815R,Beech,D55,No,2,Piston,Business,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,,1.0,0.0,0.0,True,Beech D55
20001214X42048,Accident,MIA83FA064,1983-01-26,"MIAMI LAKES, FL",United States,,,OPF,OPA LOCKA,Non-Fatal,Destroyed,N9003Y,Piper,PA-31,No,2,Piston,Unknown,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,True,Piper PA-31
20001214X42007,Accident,FTW83LA098,1983-01-26,"CARLSBAD, NM",United States,,,,,Non-Fatal,Substantial,N75707,Cessna,172N,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,False,Cessna 172N
20001214X42014,Accident,LAX83FA082,1983-01-26,"LOMPOC, CA",United States,,,LPC,LOMPOC,Non-Fatal,Substantial,N11JR,Cessna,401,No,2,Piston,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,,5.0,0.0,0.0,False,Cessna 401
20001214X42016,Accident,LAX83FA438,1983-01-27,"REDLANDS, CA",United States,,,,,Fatal(2),Destroyed,N8139D,Piper,PA-32R-301,No,1,Piston,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,,2.0,2.0,1.0,True,Piper PA-32R-301
20001214X42015,Accident,LAX83FA083,1983-01-27,"SCOTTSDALE, AZ",United States,,,,,Fatal(6),Destroyed,N440MA,Mitsubishi,MU-2B-60,No,2,Turboprop,Personal,6.0,1.0,0.0,0.0,VMC,Descent,Probable Cause,,7.0,7.0,1.0,True,Mitsubishi MU-2B-60
20001214X41988,Accident,FTW83FA100,1983-01-27,"ZAPATA, TX",United States,,,,,Non-Fatal,Destroyed,N9021J,Robinson,R22,No,1,Piston,Business,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,,2.0,0.0,0.0,True,Robinson R22
20001214X41972,Accident,DEN83FA053,1983-01-27,"MINERSVILLE, UT",United States,,,,,Fatal(4),Destroyed,CGRFV,Cessna,T210N,No,1,Piston,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,4.0,4.0,1.0,True,Cessna T210N
20001214X41981,Accident,DEN83LA054,1983-01-27,"JAMESTOWN, ND",United States,,,,,Non-Fatal,Substantial,N1597U,Cessna,207,No,1,Piston,Unknown,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,False,Cessna 207
20001214X42008,Accident,FTW83LA099,1983-01-27,GRAND ISLE B43Q,,,,,GRAND ISLE 43Q,Non-Fatal,Substantial,N5012T,Bell,206L-1,No,1,Turbo Shaft,Unknown,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,,4.0,0.0,0.0,False,Bell 206L-1
20001214X42098,Accident,SEA83LA046,1983-01-28,"YAKIMA, WA",United States,,,,,Non-Fatal,Destroyed,N22824,Cessna,150H,No,1,Piston,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,True,Cessna 150H
20001214X42074,Accident,NYC83FA054,1983-01-28,"ATLANTIC CITY, NJ",United States,,,ACY,ATLANTIC CITY,Fatal(4),Destroyed,N310TA,Cessna,310R,No,2,Piston,Personal,4.0,0.0,0.0,0.0,IMC,Go-around,Probable Cause,,4.0,4.0,1.0,True,Cessna 310R
20001214X42084,Accident,NYC83LA057,1983-01-28,"DANBURY, CT",United States,,,DXR,DANBURY,Non-Fatal,Substantial,N6279P,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X42037,Accident,LAX83LA084,1983-01-28,"OCOTILLO WELLS, CA",United States,,,,,Non-Fatal,Substantial,N210DK,Cessna,210L,No,1,Piston,Personal,0.0,2.0,1.0,0.0,VMC,Cruise,Probable Cause,,3.0,2.0,0.6666666666666666,False,Cessna 210L
20001214X41963,Accident,CHI83LA094,1983-01-28,"LISBON, OH",United States,,,,LESLIE,Non-Fatal,Substantial,N17DA,Piper,PA-22-135,No,1,Piston,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,,2.0,2.0,1.0,False,Piper PA-22-135
20001214X41936,Accident,ATL84LA056,1983-01-28,"KNOXVILLE, TN",United States,,,TYS,MCGHEE TYSON,Non-Fatal,Substantial,N6257F,Cessna,172N,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 172N
20001214X41962,Accident,CHI83LA093,1983-01-28,"PLYMOUTH, IN",United States,,,C65,PLYMOUTH,Non-Fatal,Substantial,N113B,Beech,D18S,No,2,Piston,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Beech D18S
20001214X42038,Accident,LAX83LA085,1983-01-29,"TUCSON, AZ",United States,,,DMA,DAVIS-MONTHAN,Non-Fatal,Destroyed,N48406,Cessna,152,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,,1.0,0.0,0.0,True,Cessna 152
20001214X41990,Accident,FTW83FA102,1983-01-29,"HEMPSTEAD, TX",United States,,,35R,HEMPSTEAD,Fatal(1),Destroyed,N2465W,Schweizer,SGS 1-26B,No,1,Unknown,Instructional,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,,1.0,1.0,1.0,True,Schweizer SGS 1-26B
20001214X42078,Accident,NYC83LA018,1983-01-29,"DANSVILLE, CT",United States,,,DSV,DANSVILLE,Non-Fatal,Substantial,N7523D,Piper,PA-22-150,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-22-150
20001214X42059,Accident,MKC83FA059,1983-01-29,"KANSAS CITY, KS",United States,,,MKC,KANSAS CITY DOWNTOWN,Non-Fatal,Substantial,N57222,Rockwell,500-S,No,2,Piston,Ferry,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,,1.0,0.0,0.0,False,Rockwell 500-S
20001214X42057,Accident,MIA83LA069,1983-01-29,"RIVERVIEW, FL",United States,,,,,Non-Fatal,Substantial,N74822,Bell,47G2,No,1,Piston,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,,2.0,0.0,0.0,False,Bell 47G2
20001214X42056,Accident,MIA83LA068,1983-01-29,"PALMETTO, FL",United States,,,,MANATEE,Non-Fatal,Substantial,N8923J,Piper,PA-28-180,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,,3.0,0.0,0.0,False,Piper PA-28-180
20001214X41989,Accident,FTW83FA101,1983-01-29,"ROANOKE, TX",United States,,,,,Non-Fatal,Substantial,N5604Q,Mooney,M20E,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,,3.0,0.0,0.0,False,Mooney M20E
20001214X41965,Accident,CHI83LA096,1983-01-29,"BAINBRIDGE, OH",United States,,,917,VALLEY VISTA,Non-Fatal,Substantial,N1598U,Cessna,172M,No,1,Piston,Personal,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,,4.0,0.0,0.0,False,Cessna 172M
20001214X41964,Accident,CHI83LA095,1983-01-29,"RICHVIEW, IL",United States,,,,,Non-Fatal,Substantial,N2377V,Cessna,140,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Cessna 140
20001214X42075,Accident,NYC83FA061,1983-01-30,"ALTON, ME",United States,,,,PRIVATE STRIP,Fatal(1),Destroyed,N95176,Taylorcraft,BC12-D,No,1,Piston,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,,2.0,2.0,1.0,True,Taylorcraft BC12-D
20001214X42050,Accident,MIA83FA066,1983-01-30,"ARCHER, FL",United States,,,0J8,FLYING TEN,Non-Fatal,Destroyed,N1LG,Bellanca,17-31A,No,1,Piston,Personal,0.0,4.0,0.0,0.0,VMC,Takeoff,Probable Cause,,4.0,4.0,1.0,True,Bellanca 17-31A
20001214X42100,Accident,SEA83LA048,1983-01-30,"MESA, WA",United States,,,5WA1,DORMAN FIELD,Non-Fatal,Substantial,N66762,Cessna,150M,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 150M
20001214X42099,Accident,SEA83LA047,1983-01-30,"PAYETTE, ID",United States,,,S75,PAYETTE,Non-Fatal,Substantial,N1415Y,Cessna,172,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 172
20001214X42085,Accident,NYC83LA058,1983-01-30,"BRIDGEPORT, CT",United States,,,BDR,BRIDGEPORT,Non-Fatal,Substantial,N62264,Cessna,172P,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 172P
20001214X42070,Accident,MKC83LA062,1983-01-30,"SEDAN, KS",United States,,,61K,SEDAN CITY,Non-Fatal,Substantial,N47526,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X42039,Accident,LAX83LA086,1983-01-30,"LAKE WOHLFORD, CA",United States,,,L68,LAKE WOHLFORD,Non-Fatal,Substantial,N517OK,Cessna,172N,No,1,Piston,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,,4.0,0.0,0.0,False,Cessna 172N
20001214X41982,Accident,DEN83LA055,1983-01-30,"ENGLEWOOD, CO",United States,,,APA,ARAPAHOE,Non-Fatal,Substantial,N24924,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X41923,Accident,ATL83FA093,1983-01-30,"JOHNS ISLAND, SC",United States,,,JZI,CHARLESTON EXECUTIVE,Non-Fatal,Substantial,N4548R,Piper,PA-28-140,No,1,Piston,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Piper PA-28-140
20001214X41915,Accident,ANC83LA039,1983-01-30,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,N2904M,Piper,PA-12,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-12
20001214X41933,Accident,ATL83LA092,1983-01-30,"BRODNAX, VA",United States,,,,,Non-Fatal,Substantial,N2711J,Beech,65-80,No,2,Piston,Unknown,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Beech 65-80
20001214X42061,Accident,MKC83FA061,1983-01-31,"CEDAR RAPIDS, IA",United States,,,CID,CEDAR RAPIDS MUNICIPAL,Non-Fatal,,N9708R,Beech,M35,No,1,Piston,Business,0.0,1.0,0.0,0.0,VMC,Standing,Probable Cause,,1.0,1.0,1.0,False,Beech M35
20001214X42060,Accident,MKC83FA060,1983-01-31,"SALEM, MO",United States,,,K33,SALEM MEMORIAL,Fatal(1),Destroyed,N99SJ,Piper,PA-28R-201T,No,1,Piston,Personal,1.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,,1.0,1.0,1.0,True,Piper PA-28R-201T
20001214X42101,Accident,SEA83LA053,1983-01-31,"WINTHROP, WA",United States,,,,,Non-Fatal,Substantial,N52243,Cessna,172P,No,1,Piston,Aerial Observation,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 172P
20001214X41934,Accident,ATL83LA094,1983-01-31,"DYERSBURG, TN",United States,,,DYR,DYERSBURG,Non-Fatal,Substantial,N9069N,Robinson,R-22,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Robinson R-22
20001214X42305,Accident,SEA83LA049,1983-02-01,"MEDFORD, OR",United States,,,MFR,JACKSON COUNTY,Non-Fatal,Destroyed,N4784Q,Cessna,A188B,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,,1.0,0.0,0.0,True,Cessna A188B
20001214X42102,Accident,ANC83FA042,1983-02-01,"MELOZI HOT SPGS, AK",United States,,,,,Fatal(3),Destroyed,N8639V,Bellanca,8GCBC,No,1,Piston,Personal,3.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,,3.0,3.0,1.0,True,Bellanca 8GCBC
20001214X42307,Accident,SEA83LA051,1983-02-02,"OREGON CITY, OR",United States,,,,FAIRWAYS,Non-Fatal,Substantial,N30356,Cessna,177A,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,,2.0,0.0,0.0,False,Cessna 177A
20001214X42306,Accident,SEA83LA050,1983-02-02,"CHILOQUIN, OR",United States,,,ZS7,CHILOQUIN,Non-Fatal,Substantial,N92353,Cessna,182N,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,,1.0,0.0,0.0,False,Cessna 182N
20001214X42292,Accident,NYC83LA059,1983-02-02,"WILKES-BARRE, PA",United States,,,AVP,WILKES-BARRE,Non-Fatal,Substantial,N9900R,Beech,G18S,No,2,Piston,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Beech G18S
20001214X42114,Accident,ATL83FA095,1983-02-03,"WEYERS CAVE, VA",United States,,,SHD,SHENANDOAH VALLEY,Fatal(1),Destroyed,N3440R,Cessna,182L,No,1,Piston,Personal,1.0,2.0,1.0,0.0,VMC,Takeoff,Probable Cause,,4.0,3.0,0.75,True,Cessna 182L
20001214X42197,Accident,FTW83LA103,1983-02-03,"LA PORTE, TX",United States,,,T41,LA PORTE,Non-Fatal,Substantial,N4BX,Cessna,P337H,No,2,Piston,Executive/corporate,0.0,0.0,1.0,0.0,VMC,Unknown,Probable Cause,,1.0,0.0,0.0,False,Cessna P337H
20001214X42303,Accident,SEA83FA052,1983-02-04,"NEAR ASOTIN, WA",United States,,,,,Non-Fatal,Destroyed,N51599,Maule,M-5-220C,No,1,Piston,Business,0.0,1.0,3.0,0.0,VMC,Cruise,Probable Cause,,4.0,1.0,0.25,True,Maule M-5-220C
20001214X42281,Incident,MKC83IA063,1983-02-04,"SALINA, KS",United States,,,SLN,SALINA MUNI.,Incident,Minor,N709US,Mitsubishi,MU-2B-36,No,2,Turboprop,Business,0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,,7.0,0.0,0.0,False,Mitsubishi MU-2B-36
20001214X42221,Accident,LAX83FA090,1983-02-04,"INDIO, CA",United States,,,,,Fatal(2),Destroyed,N1586W,Beech,58,No,2,Piston,Business,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,2.0,2.0,1.0,True,Beech 58
20001214X42149,Incident,CHI83IA103,1983-02-04,"MILWAUKEE, WI",United States,,,,,Incident,Minor,N1356P,Embraer,EMB-110,No,2,Turboprop,Unknown,0.0,0.0,0.0,18.0,VMC,Cruise,Probable Cause,,18.0,0.0,0.0,False,Embraer EMB-110
20001214X42237,Accident,LAX83LA088,1983-02-04,"NAPA, CA",United States,,,APC,NAPA COUNTY,Non-Fatal,Substantial,N9907M,Cessna,182P,No,1,Piston,Personal,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,,2.0,0.0,0.0,False,Cessna 182P
20001214X42153,Accident,CHI83LA100,1983-02-04,"CHICAGO, IL",United States,,,MDW,MIDWAY,Non-Fatal,Substantial,N40793,Piper,PA-28-180,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,,2.0,0.0,0.0,False,Piper PA-28-180
20001214X42222,Accident,LAX83FA091,1983-02-05,"LAS VEGAS, NV",United States,,,,,Fatal(3),Destroyed,N1547H,Cessna,177RG,No,1,Piston,Personal,3.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,,3.0,3.0,1.0,True,Cessna 177RG
20001214X42121,Accident,ATL83LA096,1983-02-05,"GREENSBORO, NC",United States,,,GSO,GREENSBORO HIGH PT. RGNL.,Non-Fatal,Destroyed,N3032V,Cessna,150M,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,True,Cessna 150M
20001214X42115,Accident,ATL83FA099,1983-02-05,"LASCASSAS, TN",United States,,,MBT,MURFREESBORO,Fatal(1),Destroyed,N8366W,Piper,PA-28-180,No,1,Piston,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,1.0,1.0,1.0,True,Piper PA-28-180
20001214X42287,Accident,NYC83FA062,1983-02-05,"NEWBURY, MA",United States,,,,,Non-Fatal,Substantial,N6845J,Piper,PA-28-151,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Piper PA-28-151
20001214X42257,Accident,LAX83LVG08,1983-02-05,"FAIR OAKS, CA",United States,,,011,PHOENIX FIELD,Non-Fatal,Substantial,N6694P,Piper,PA-24,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Piper PA-24
20001214X42155,Accident,CHI83LA102,1983-02-05,"KENTLAND, IN",United States,,,501,KENTLAND,Non-Fatal,Substantial,N6016V,Aeronca,7BCM,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Aeronca 7BCM
20001214X42304,Accident,SEA83FA054,1983-02-05,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Non-Fatal,Substantial,N2859M,Piper,PA-34-200T,No,2,Piston,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,,1.0,0.0,0.0,False,Piper PA-34-200T
20001214X42224,Accident,LAX83FA095,1983-02-06,"GORMAN, CA",United States,,,,,Fatal(4),Destroyed,N1244U,Cessna,T210N,No,1,Piston,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,4.0,4.0,1.0,True,Cessna T210N
